code,name,category,institution,page
ZU-M-BAS,B Com Accounting Science,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,49
KN-P-BCN,B Com in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,49
ZU-M-BCN,B Com in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,49
KN-W-B5F,"Bachelor of Business Science
in Finance","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
KN-W-B5I,"Bachelor of Business Science in
Investment Science","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
KN-P-BCO,"Bachelor of Commerce
in Accounting (Extended
Curriculum)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
ZU-A-AAA,"B Com Augmented (Accounting
and Auditing)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
ZU-A-AB2,"B Com Augmented (Banking
and Business Management)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
ZU-A-ABU,"B Com Augmented (Business
Management and Accounting)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
ZU-A-ABE,"B Com Augmented (Business
Management and Economics)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
ZU-A-ABK,"B Com Augmented (Economics
and Banking)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,50
ZU-A-AHU,"B Com Augmented (Economics and
Human Resources Management)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,51
ZU-A-AHB,"B Com Augmented (Human
Resources Management and
Business Management)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,51
ZU-A-AMI,"B Com Augmented
(Management Info Systems)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,51
ZU-A-AES,"B Com Augmented (Accounting
& Economics)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,51
DU-D-DAT,Diploma in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,51
MN-M-DAT,Diploma in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,51
DU-D-DA4,"Diploma in Accounting (4 Year
Foundation Programme)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,52
MN-M-DA5,Diploma in Accounting (ECP),"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,52
MN-M-DMN,"Diploma in Cost & Management
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,52
DU-D-DIA,Diploma in Internal Auditing,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,53
DU-D-DI4,"Diploma in Internal Auditing
(4 Year Foundation Programme)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,53
MN-M-DGF,"Diploma in Local Government
Finance","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,53
DU-D-MAC,"Diploma in Management
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,54
MN-M-DFP,"Diploma in Public Finance &
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,54
MN-M-DFY,"Diploma in Public Finance &
Accounting (ECP)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,56
DU-D-DTA,Diploma in Taxation,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,56
DU-D-DT6,"Diploma in Taxation
(4 Year Foundation Programme)","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,56
MN-M-ADG,"Advanced Diploma in
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,56
MN-M-AMA,"Advanced Diploma in Cost and
Management Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,56
ZU-R-AC2,H Cert Accountancy,"1. ACCOUNTING, FINANCIAL MANAGEMENT",UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,57
MC-D-BCF,B Com Financial Management,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,57
MC-D-BCN,B Com in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,57
BC-D-BIA,"Bachelor of Commerce in
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,58
RB-D-BCN,B Com in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,58
PE-B-BIA,"Bachelor of Commerce in
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,58
PE-B-BDI,"Bachelor of Commerce in
Accounting (Distance Mode)","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,59
EM-B-BIA,"Bachelor of Commerce in
Accounting","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,59
BC-D-DAT,Diploma in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,60
RB-D-PFM,Dip Financial Management,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,60
MC-D-CFP,Adv Cert in Financial Planning,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,60
MC-D-PAC,H Cert Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,61
MC-D-CTA,H Cert Tax Administration,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,61
BT-D-MFA,"Further Education and Training
Certificate: Municipal Finance
and Administration","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,61
RB-D-PAC,H Cert Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,61
RB-D-HIF,"H Cert in Islamic Finance,
Banking and Law","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,61
BC-D-HAG,Higher Certificate in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,62
RB-D-4DA,P G Dip in Accounting,"1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,62
RB-D-IFB,"P G Dip Islamic Finance and
Banking","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,62
BT-D-NFM,"N N Dip Financial
Management","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,62
PX-D-FMD,"National N Diploma:
Financial Management
(NQF 6)","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,62
DC-B-PMF,"N Cert Financial
Management N4, N5, N6","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,63
DC-B-PMY,"N Cert Financial
Management N4, N5, N6
(p/t)","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,63
PX-D-FMC,"National Certificate:
Financial Management (N4,
N5, N6)","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,63
RB-D-AFM,"Adv Dip in Financial
Management","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,64
PE-B-BGA,"BSc Access Programme
(Accounting)","1. ACCOUNTING, FINANCIAL MANAGEMENT",PRIVATE COLLEGES,64
KN-W-BAD,B Admin,2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,65
ZU-M-PAB,"B Admin: Public Administration
and Business Management",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,65
ZU-M-BAE,"B Admin: Public Administration
and Economics",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,65
ZU-M-PHU,"B Admin: Public Administration
and Human Resources",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,65
ZU-M-PAP,"B Admin: Public Administration
and Political Science",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,65
KN-P-BBA,B Business Administration,2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,65
DU-D-BI3,"Dip Business & Information
Management",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,66
DU-D-BI4,"Diploma in Business and
Information
(4 Year Foundation Programme)",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,66
MN-M-DOT,"Diploma in Office Management
& Technology",2. ADMINISTRATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,67
MC-D-BBA,B Business Administration,2. ADMINISTRATION,PRIVATE COLLEGES,67
RB-D-BBA,B Business Administration,2. ADMINISTRATION,PRIVATE COLLEGES,68
RG-D-BBA,B Business Administration,2. ADMINISTRATION,PRIVATE COLLEGES,68
RB-D-BPI,B Public Administration,2. ADMINISTRATION,PRIVATE COLLEGES,68
EM-K-ADM,"Bachelor of Business
Administration",2. ADMINISTRATION,PRIVATE COLLEGES,68
PE-M-ADM,"Bachelor of Business
Administration",2. ADMINISTRATION,PRIVATE COLLEGES,68
BC-D-PAD,"Bachelor of Business
Administration",2. ADMINISTRATION,PRIVATE COLLEGES,68
RG-D-PDS,"Dip Business Administration
(3 yr)",2. ADMINISTRATION,PRIVATE COLLEGES,69
RG-D-PAA,"Adv Cert Business
Administration",2. ADMINISTRATION,PRIVATE COLLEGES,69
RG-D-PAR,Adv Cert Commerce,2. ADMINISTRATION,PRIVATE COLLEGES,69
RG-D-PHA,H Cert Business Administration,2. ADMINISTRATION,PRIVATE COLLEGES,69
RG-D-POF,H Cert Office Administration,2. ADMINISTRATION,PRIVATE COLLEGES,69
RG-D-PHJ,"H Cert Business Administration
(Distance)",2. ADMINISTRATION,PRIVATE COLLEGES,69
RG-D-PRP,"H Cert in Recognition of Prior
Learning Activities (RPL)",2. ADMINISTRATION,PRIVATE COLLEGES,69
MC-D-HBB,Hons B Business Administration,2. ADMINISTRATION,PRIVATE COLLEGES,70
MC-D-HPA,Hons B Public Administration,2. ADMINISTRATION,PRIVATE COLLEGES,70
EM-X-BBH,"Bachelor of Business
Administration (Honours)",2. ADMINISTRATION,PRIVATE COLLEGES,70
MC-D-DBA,"D B A (Doctor of Business
Administration)",2. ADMINISTRATION,PRIVATE COLLEGES,70
DC-B-PMV,"N Cert Management Assistant
N4, N5, N6 (p/t)",2. ADMINISTRATION,PRIVATE COLLEGES,71
PX-D-CMA,"National Certificate:
Management Assistant
(N4, N5,N6)",2. ADMINISTRATION,PRIVATE COLLEGES,71
BT-D-DLS,N N Dip Legal Secretary,2. ADMINISTRATION,PRIVATE COLLEGES,71
BT-D-DMG,N N Dip Management Assistant,2. ADMINISTRATION,PRIVATE COLLEGES,71
BT-D-DMS,N N Dip Medical Secretary,2. ADMINISTRATION,PRIVATE COLLEGES,71
PX-D-NMA,"National N Diploma:
Management Assistant (NQF 6)",2. ADMINISTRATION,PRIVATE COLLEGES,72
EM-B-HBU,"Higher Certificate in Business
Accounts Administration",2. ADMINISTRATION,PRIVATE COLLEGES,72
ZU-M-ARO,"B A Environmental Planning &
Development",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
KN-P-BAQ,B Agricultural Management,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
KN-P-BSP,B Sc Agric Plant Pathology,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
KN-P-BSI,B Sc Agric Soil Science,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
KN-P-BSB,B Sc Agric: Agri-Business,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
KN-P-SAE,"B Sc Agric: Agricultural
Economics",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
KN-P-SAP,"B Sc Agric: Agricultural Plant
Sciences",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,73
ZU-M-SCA,B Sc Agric: Agronomy,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
KN-P-SAA,"B Sc Agric: Animal & Poultry
Science",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
ZU-M-SCK,B Sc Agric: Animal Science,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
ZU-M-SCJ,"B Sc Agricultural Economics:
Agribusiness Management",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
KN-P-SIH,"B Sc Crop & Horticultural
Science",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
KN-P-EES,"B Sc Environmental Earth
Science",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
KN-P-BSS,B Sc Environmental Science,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,74
KN-H-SGE,"B Soc Sc Geography &
Environmental Management",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,75
MN-M-BNT,"Bachelor of Applied Science in
Nature Conservation",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,75
MN-M-DPN,"Diploma in Agriculture:
Animal Production",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,75
MN-M-DP5,"Diploma in Agriculture:
Animal Production (ECP)",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,75
MN-M-DCP,"Diploma in Agriculture:
Crop Production",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,75
MN-M-DC4,"Diploma in Agriculture:
Crop Production (ECP)",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,75
MN-M-DCX,"Diploma in Community
Extension",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,76
MN-M-DCN,"Diploma in Nature
Conservation",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,76
DU-D-SHL,"Diploma in Sustainable
Horticulture and Landscaping",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,76
MN-M-DP6,"Adv Dip Agriculture:
Animal Production",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,76
MN-M-AED,"Adv Dip in Agricultural Extension
and Community Development",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,77
MN-M-ANC,Adv Dip Nature Conservation,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,77
MN-M-ACP,"Advanced Diploma in
Agriculture: Crop Production",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,77
MN-M-NC6,Master of Nature Conservation,3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,77
MN-M-GNC,"Postgraduate Diploma in
Nature Conservation",3. AGRICULTURE/NATURE CONSERVATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,77
ZU-M-BIC,"B A (Intercultural
Communication)",4. COMMUNICATION/JOURNALISM,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,78
DU-C-BJO,Bachelor of Journalism,4. COMMUNICATION/JOURNALISM,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,78
DU-D-DLP,Diploma in Language Practice,4. COMMUNICATION/JOURNALISM,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,78
ZU-R-MD4,Dip Media Studies,4. COMMUNICATION/JOURNALISM,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,78
MC-D-BR6,"B Com Corporate
Communication",4. COMMUNICATION/JOURNALISM,PRIVATE COLLEGES,79
MC-D-SAC,"H Cert Social Media and
Communication",4. COMMUNICATION/JOURNALISM,PRIVATE COLLEGES,79
KN-H-BSL,B Sc Land Surveying,5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,80
DU-D-BBU,"Bachelor of the Built
Environment in Construction
Studies",5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,80
DU-D-BBE,"Bachelor of the Built
Environment in Geomatics",5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,80
MN-M-DBU,Diploma in Building,5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,81
MN-M-BU7,Diploma in Building (ECP),5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,81
DU-I-DBE,"Diploma in Built Environment
in Construction Studies",5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,82
MN-M-DSV,Diploma in Surveying,5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,82
MN-M-DS5,Diploma in Surveying (ECP),5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,83
MN-M-BUB,Access Course Building,5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,83
MN-M-SVB,Access Course Surveying,5. CONSTRUCTION/SURVEYING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,83
ZU-M-ARM,B A (Correctional Studies),6. CRIME PREVENTION AND SECURITY,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,84
EM-K-BHE,Bachelor of Policing Practices,6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,84
EM-X-DIP,Diploma in Policing,6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,85
RG-D-CCF,"Higher Certificate in Computer
Forensics",6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,85
BT-D-CSM,Cert Security Management,6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,85
EM-K-BHP,"Bachelor of Policing Practices
(Honours)",6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,86
EM-K-DDP,Doctor of Policing,6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,86
EM-K-MMP,Master of Policing Practices,6. CRIME PREVENTION AND SECURITY,PRIVATE COLLEGES,86
KN-E-BFP,"B Ed (Foundation Phase)
Grade R - 3",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,87
KN-E-BIP,"B Ed (Intermediate Phase)
Grade 4 - 6",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,87
KN-E-FET,"B Ed (Senior Phase/Further
Education & Training)
Grade 7 - 12",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,87
ZU-M-FPT,"Bachelor of Education in
Foundation Phase Teaching",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,87
ZU-M-ILH,"Bachelor of Education in
Intermediate Phase Teaching:
Languages and Humanities",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,88
ZU-M-ILM,"Bachelor of Education in
Intermediate Phase Teaching:
Languages, Maths, Natural
Science & Technology",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,88
DU-I-EDE,"Bachelor of Education in
Senior Phase & FET Teaching:
Economic and Management
Sciences",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,88
DU-I-EET,"Bachelor of Education in Senior
Phase & Further Education &
Training Teaching: Electrical
Technology",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,88
DU-I-EMT,"Bachelor of Education in Senior
Phase & Further Education &
Training Teaching: Mechanical
Technology",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,89
DU-I-EDL,"Bachelor of Education in Senior
Phase & Further Education and
Training Teaching: Languages",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,89
DU-I-EDN,"Bachelor of Education in Senior
Phase & Further Education
and Training Teaching: Natural
Sciences",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,90
DU-I-ECT,"Bachelor of Education in Senior
Phase and Further Education
and Training Teaching: Civil
Technology",7. EDUCATION,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,90
MC-C-SFT,"Bachelor of Education in Senior
Phase and Further Education
and Training Teaching",7. EDUCATION,PRIVATE COLLEGES,91
EM-D-FPT,"Bachelor of Education in
Foundation Phase Teaching",7. EDUCATION,PRIVATE COLLEGES,91
EM-B-IPT,"Bachelor of Education in
Intermediate Phase Teaching",7. EDUCATION,PRIVATE COLLEGES,91
MC-D-PGE,"P G Cert in Education in Further
Education and Training Teaching",7. EDUCATION,PRIVATE COLLEGES,92
RB-D-PEM,"P G Dip Educational
Management & Leadership",7. EDUCATION,PRIVATE COLLEGES,92
EM-D-SFP,"Postgraduate Certificate in
Education for Senior and FET
Phase",7. EDUCATION,PRIVATE COLLEGES,92
BC-D-PGO,"Postgraduate Certificate in
Education (PGCE) in Further
Education and Training Teaching",7. EDUCATION,PRIVATE COLLEGES,92
BC-D-PGY,"Postgraduate Certificate in
Education (PGCE) in Further
Education and Training
Teaching (pt)",7. EDUCATION,PRIVATE COLLEGES,93
EM-D-HPE,"Higher Certificate in Pre-School
Education",7. EDUCATION,PRIVATE COLLEGES,93
EM-D-HIE,"Bachelor of Education Honours
in Inclusive Education",7. EDUCATION,PRIVATE COLLEGES,93
MC-D-HE7,"Bachelor of Education Honours
in Mathematics",7. EDUCATION,PRIVATE COLLEGES,94
PX-D-DE6,"National N Diploma Educare
(NQF 6)",7. EDUCATION,PRIVATE COLLEGES,94
PX-D-EDC,"National Certificate: Educare
(N4, N5, N6)",7. EDUCATION,PRIVATE COLLEGES,95
EM-X-TVT,"Advanced Diploma in Technical
and Vocational Teaching",7. EDUCATION,PRIVATE COLLEGES,95
ZU-R-BOE,"B Eng Electrical Engineering
and Computer Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
ZU-R-BEZ,B Eng Electrical Engineering,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
ZU-R-BMZ,B Eng Mechanical Engineering,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
KN-P-BEA,B Sc Engineering: Agricultural,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
KN-H-BEC,B Sc Engineering: Chemical,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
KN-H-BEV,B Sc Engineering: Civil,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
KN-H-BEK,B Sc Engineering: Computer,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
KN-H-BEE,B Sc Engineering: Electrical,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,96
KN-P-BEE,B Sc Engineering: Electrical,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,97
KN-H-BEF,B Sc Engineering: Electronic,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,97
KN-H-BEM,B Sc Engineering: Mechanical,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,97
DU-D-ECH,"Bachelor of Engineering
Technology in Chemical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,97
DU-D-BNC,"Bachelor of Engineering
Technology in Civil Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,98
DU-D-BGL,"Bachelor of Engineering
Technology in Electronic
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,98
DU-D-BIE,"Bachelor of Engineering
Technology in Industrial
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,98
DU-D-BGM,"Bachelor of Engineering
Technology in Mechanical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,99
DU-D-BGH,"Bachelor of Engineering
Technology in Power
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,99
ZU-R-BM7,B Eng Mechatronic Engineering,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,99
MN-M-DCE,"Diploma in Chemical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,100
MN-M-DCV,Diploma in Civil Engineering,8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,100
MN-M-DC5,"Diploma in Civil Engineering
(ECP)",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,100
MN-M-DEE,"Diploma in Electrical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,101
MN-M-DE5,"Diploma in Electrical
Engineering (ECP)",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,101
DU-I-DNC,"Diploma in Engineering
Technology in Civil Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,101
